page_id,book_id,page_number,position_bucket,words,body_words,unique_words,type_token_ratio,degenerate,script_class,marginalia,page_type_tag,columns_tag,ocr_model,has_translation,n_revisions,is_double_ocr
6867c1a6aadfee9e955ec927,6867bf5a009d20a23245ac0d,-37,2 early,430,429,199,0.4628,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69f6748d3b8d959cfe92df06,6867bf5a009d20a23245ac0d,5,1 front,52,41,52,,0,spaced,0,title-page,,gemini-3.1-flash-lite-preview,1,0,0
69f674bd3b8d959cfe92df26,6867bf5a009d20a23245ac0d,45,2 early,223,221,123,0.5516,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f674f03b8d959cfe92df52,6867bf5a009d20a23245ac0d,85,3 middle,207,205,142,0.686,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f675203b8d959cfe92df7e,6867bf5a009d20a23245ac0d,125,3 middle,201,196,129,0.6418,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6755b3b8d959cfe92dfa2,6867bf5a009d20a23245ac0d,165,3 middle,225,223,108,0.48,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f675893b8d959cfe92dfce,6867bf5a009d20a23245ac0d,205,4 late,250,247,124,0.496,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
6867c831aadfee9e955ecc69,6867c580aadfee9e955eca92,-204,3 middle,317,446,133,0.4196,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6867c7e5aadfee9e955ecc19,6867c580aadfee9e955eca92,-164,3 middle,230,406,121,0.5261,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
6867c79caadfee9e955ecbc9,6867c580aadfee9e955eca92,-124,3 middle,326,307,159,0.4877,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
6867c753aadfee9e955ecb79,6867c580aadfee9e955eca92,-84,2 early,720,707,316,0.4389,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6867c70baadfee9e955ecb29,6867c580aadfee9e955eca92,-44,2 early,309,289,155,0.5016,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6867c6c8aadfee9e955ecad9,6867c580aadfee9e955eca92,-4,1 front,101,42,86,,0,spaced,0,frontispiece,2,gemini-3-flash-preview,1,0,0
69f6ba9055827b5bc963f032,6867c580aadfee9e955eca92,38,2 early,342,326,188,0.5497,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6baab55827b5bc963f056,6867c580aadfee9e955eca92,78,2 early,387,383,216,0.5581,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
69f6bac955827b5bc963f086,6867c580aadfee9e955eca92,118,3 middle,386,382,183,0.4741,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6bae455827b5bc963f0a6,6867c580aadfee9e955eca92,158,3 middle,348,343,196,0.5632,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6bb0055827b5bc963f0ce,6867c580aadfee9e955eca92,198,3 middle,350,346,202,0.5771,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
69f6bb1a55827b5bc963f0f8,6867c580aadfee9e955eca92,238,3 middle,317,293,185,0.5836,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6bb3955827b5bc963f124,6867c580aadfee9e955eca92,278,3 middle,391,387,210,0.5371,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6bb4f55827b5bc963f14c,6867c580aadfee9e955eca92,318,3 middle,663,652,242,0.365,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
69f6bb6555827b5bc963f16e,6867c580aadfee9e955eca92,358,4 late,382,378,202,0.5288,0,spaced,0,text,2,gemini-3.1-flash-lite-preview,1,0,0
69f6bb7a55827b5bc963f197,6867c580aadfee9e955eca92,399,4 late,30,28,29,,0,spaced,0,title-page,,gemini-3.1-flash-lite-preview,1,0,0
69f6bb9055827b5bc963f1c3,6867c580aadfee9e955eca92,439,5 back,409,406,232,0.5672,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
68d5573a110616ec557a3746,68d5571a110616ec557a3708,31,2 early,596,588,438,0.7349,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
68d55752110616ec557a3796,68d5571a110616ec557a3708,71,2 early,628,622,323,0.5143,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
68d5576c110616ec557a37e6,68d5571a110616ec557a3708,111,2 early,576,543,374,0.6493,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
68d55784110616ec557a3836,68d5571a110616ec557a3708,151,3 middle,549,549,339,0.6175,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
68d5579c110616ec557a3886,68d5571a110616ec557a3708,191,3 middle,296,84,148,0.5,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68d557b4110616ec557a38d6,68d5571a110616ec557a3708,231,3 middle,451,428,285,0.6319,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
68d557cc110616ec557a3926,68d5571a110616ec557a3708,271,3 middle,620,576,348,0.5613,0,spaced,8,text,,gemini-3-flash-preview,1,1,1
68d557e5110616ec557a3976,68d5571a110616ec557a3708,311,3 middle,611,605,293,0.4795,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
68d557ff110616ec557a39c6,68d5571a110616ec557a3708,351,3 middle,458,457,299,0.6528,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
68d5582e110616ec557a3a16,68d5571a110616ec557a3708,391,4 late,621,619,289,0.4654,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
68d55844110616ec557a3a66,68d5571a110616ec557a3708,431,4 late,310,302,250,0.8065,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
68d55859110616ec557a3ab6,68d5571a110616ec557a3708,471,4 late,315,291,269,0.854,0,spaced,1,text,,gemini-3-flash-preview,1,1,1
68fa20186bd5e42f9c1207ee,68fa138e6bd5e42f9c120538,-347,3 middle,683,672,438,0.6413,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fa1ebe6bd5e42f9c12079e,68fa138e6bd5e42f9c120538,-307,3 middle,373,359,289,0.7748,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fa1da56bd5e42f9c12074e,68fa138e6bd5e42f9c120538,-267,3 middle,826,812,423,0.5121,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
68fa1c916bd5e42f9c1206fe,68fa138e6bd5e42f9c120538,-227,3 middle,742,725,365,0.4919,0,spaced,3,text,,gemini-3-flash-preview,1,0,0
68fa1b606bd5e42f9c1206ae,68fa138e6bd5e42f9c120538,-187,3 middle,743,726,414,0.5572,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fa1a196bd5e42f9c12065e,68fa138e6bd5e42f9c120538,-147,2 early,689,653,384,0.5573,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
68fa18b26bd5e42f9c12060e,68fa138e6bd5e42f9c120538,-107,2 early,812,794,405,0.4988,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fa17136bd5e42f9c1205be,68fa138e6bd5e42f9c120538,-67,2 early,430,335,261,0.607,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
68fa15ed6bd5e42f9c12056e,68fa138e6bd5e42f9c120538,-27,1 front,338,322,230,0.6805,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69f71afe581c33d98fdc1e95,68fa138e6bd5e42f9c120538,16,1 front,456,455,279,0.6118,0,spaced,0,preface,,gemini-3.1-flash-lite-preview,1,0,0
69f71b1e581c33d98fdc1eb7,68fa138e6bd5e42f9c120538,56,2 early,316,303,202,0.6392,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71b41581c33d98fdc1ee5,68fa138e6bd5e42f9c120538,96,2 early,358,350,251,0.7011,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71b64581c33d98fdc1f0b,68fa138e6bd5e42f9c120538,136,2 early,351,344,230,0.6553,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71b87581c33d98fdc1f35,68fa138e6bd5e42f9c120538,176,2 early,333,294,215,0.6456,0,spaced,0,appendix,,gemini-3.1-flash-lite-preview,1,0,0
69f71bb0581c33d98fdc1f5b,68fa138e6bd5e42f9c120538,216,3 middle,402,390,235,0.5846,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71bd3581c33d98fdc1f85,68fa138e6bd5e42f9c120538,256,3 middle,318,305,216,0.6792,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71bf2581c33d98fdc1fab,68fa138e6bd5e42f9c120538,296,3 middle,378,368,224,0.5926,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71c13581c33d98fdc1fcf,68fa138e6bd5e42f9c120538,336,3 middle,348,340,223,0.6408,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71c37581c33d98fdc1ff7,68fa138e6bd5e42f9c120538,376,3 middle,373,365,243,0.6515,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71c57581c33d98fdc2025,68fa138e6bd5e42f9c120538,416,3 middle,364,354,224,0.6154,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71c75581c33d98fdc2047,68fa138e6bd5e42f9c120538,456,3 middle,313,306,242,0.7732,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71c93581c33d98fdc2071,68fa138e6bd5e42f9c120538,496,3 middle,379,372,238,0.628,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71cb2581c33d98fdc2099,68fa138e6bd5e42f9c120538,536,3 middle,359,353,235,0.6546,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71cd3581c33d98fdc20c7,68fa138e6bd5e42f9c120538,576,4 late,336,329,241,0.7173,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71cf1581c33d98fdc20ef,68fa138e6bd5e42f9c120538,616,4 late,329,319,215,0.6535,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71d0e581c33d98fdc2113,68fa138e6bd5e42f9c120538,656,4 late,408,402,258,0.6324,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f71d2a581c33d98fdc2139,68fa138e6bd5e42f9c120538,696,5 back,336,327,242,0.7202,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
68fb145712055a03a58d3479,68fb0dc412055a03a58d3281,-220,3 middle,346,340,252,0.7283,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
68fb13eb12055a03a58d3429,68fb0dc412055a03a58d3281,-180,3 middle,237,224,192,0.8101,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fb137712055a03a58d33d9,68fb0dc412055a03a58d3281,-140,3 middle,298,298,236,0.7919,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fb130112055a03a58d3389,68fb0dc412055a03a58d3281,-100,2 early,306,293,252,0.8235,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fb129312055a03a58d3339,68fb0dc412055a03a58d3281,-60,2 early,319,316,236,0.7398,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
68fb0f1512055a03a58d32bb,68fb0dc412055a03a58d3281,-20,1 front,334,310,270,0.8084,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69f6c7038a55192f1700f93a,68fb0dc412055a03a58d3281,23,1 front,151,149,138,0.9139,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,1,1
69f6c7248a55192f1700f95c,68fb0dc412055a03a58d3281,63,2 early,148,146,125,0.8446,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c74f8a55192f1700f98c,68fb0dc412055a03a58d3281,103,2 early,157,155,131,0.8344,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c76c8a55192f1700f9b0,68fb0dc412055a03a58d3281,143,3 middle,166,158,139,0.8373,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c78e8a55192f1700f9da,68fb0dc412055a03a58d3281,183,3 middle,134,134,106,0.791,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c7ad8a55192f1700fa04,68fb0dc412055a03a58d3281,223,3 middle,131,130,109,0.8321,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c7c98a55192f1700fa24,68fb0dc412055a03a58d3281,263,3 middle,154,153,125,0.8117,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c7e58a55192f1700fa52,68fb0dc412055a03a58d3281,303,3 middle,140,139,112,0.8,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c7fd8a55192f1700fa7c,68fb0dc412055a03a58d3281,343,3 middle,153,152,116,0.7582,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c8158a55192f1700faa0,68fb0dc412055a03a58d3281,383,4 late,170,168,129,0.7588,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c82e8a55192f1700fac6,68fb0dc412055a03a58d3281,423,4 late,147,145,121,0.8231,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6c8508a55192f1700faf4,68fb0dc412055a03a58d3281,463,5 back,81,78,68,,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
6902ed7b583dd7d2641408bd,6902ed49583dd7d2641408a5,22,1 front,380,378,199,0.5237,0,spaced,0,preface,,gemini-3-flash-preview,1,0,0
6902edb8583dd7d2641408e5,6902ed49583dd7d2641408a5,62,2 early,347,343,186,0.536,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6902edf3583dd7d26414090d,6902ed49583dd7d2641408a5,102,2 early,385,381,186,0.4831,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6902ee32583dd7d264140935,6902ed49583dd7d2641408a5,142,3 middle,373,369,211,0.5657,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6902ee6f583dd7d26414095d,6902ed49583dd7d2641408a5,182,3 middle,332,319,165,0.497,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6902eeac583dd7d264140985,6902ed49583dd7d2641408a5,222,3 middle,367,358,190,0.5177,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6902eeee583dd7d2641409ad,6902ed49583dd7d2641408a5,262,3 middle,319,291,190,0.5956,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6902ef2c583dd7d2641409d5,6902ed49583dd7d2641408a5,302,3 middle,309,375,155,0.5016,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6902ef6a583dd7d2641409fd,6902ed49583dd7d2641408a5,342,4 late,374,364,184,0.492,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
6902efa6583dd7d264140a25,6902ed49583dd7d2641408a5,382,4 late,343,335,162,0.4723,0,spaced,0,text,,gemini-2.5-flash,1,0,0
6902efe2583dd7d264140a4d,6902ed49583dd7d2641408a5,422,4 late,197,193,112,0.5685,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694dbb9fdc893010211ef213,690986dccf28baa1b4cae0e3,15,2 early,278,274,211,0.759,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694dbb9fdc893010211ef227,690986dccf28baa1b4cae0e3,55,3 middle,297,293,213,0.7172,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694dbb9fdc893010211ef23b,690986dccf28baa1b4cae0e3,95,3 middle,281,277,183,0.6512,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694dbb9fdc893010211ef24f,690986dccf28baa1b4cae0e3,135,3 middle,289,285,215,0.7439,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694dbb9fdc893010211ef263,690986dccf28baa1b4cae0e3,175,4 late,294,290,214,0.7279,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
690989e7cf28baa1b4cae1d1,690989d5cf28baa1b4cae1c9,6,1 front,168,165,152,0.9048,0,spaced,0,preface,,gemini-3-flash-preview,1,0,0
69098a2ecf28baa1b4cae1f9,690989d5cf28baa1b4cae1c9,46,2 early,170,168,151,0.8882,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69098a77cf28baa1b4cae221,690989d5cf28baa1b4cae1c9,86,3 middle,179,177,144,0.8045,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69098ac0cf28baa1b4cae249,690989d5cf28baa1b4cae1c9,126,3 middle,168,166,122,0.7262,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69098b09cf28baa1b4cae271,690989d5cf28baa1b4cae1c9,166,3 middle,190,188,138,0.7263,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69098b5ccf28baa1b4cae29f,690989d5cf28baa1b4cae1c9,206,3 middle,282,279,231,0.8191,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
69098bedcf28baa1b4cae2ef,690989d5cf28baa1b4cae1c9,246,3 middle,330,327,268,0.8121,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
69098c7fcf28baa1b4cae33f,690989d5cf28baa1b4cae1c9,286,4 late,197,311,158,0.802,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
69098d10cf28baa1b4cae38f,690989d5cf28baa1b4cae1c9,326,5 back,346,340,200,0.578,0,spaced,0,text,2,gemini-3-flash-preview,1,0,0
69099680cf28baa1b4cae79f,69099634cf28baa1b4cae779,30,2 early,139,139,115,0.8273,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
690996d0cf28baa1b4cae7c7,69099634cf28baa1b4cae779,70,2 early,147,147,117,0.7959,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6909971dcf28baa1b4cae7ef,69099634cf28baa1b4cae779,110,3 middle,124,124,108,0.871,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6909976fcf28baa1b4cae817,69099634cf28baa1b4cae779,150,3 middle,133,133,98,0.7368,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
690997bfcf28baa1b4cae83f,69099634cf28baa1b4cae779,190,3 middle,133,133,107,0.8045,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
6909980fcf28baa1b4cae867,69099634cf28baa1b4cae779,230,3 middle,117,117,105,,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
69099861cf28baa1b4cae88f,69099634cf28baa1b4cae779,270,3 middle,117,113,92,,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
690998b3cf28baa1b4cae8b7,69099634cf28baa1b4cae779,310,4 late,136,136,107,0.7868,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
69099905cf28baa1b4cae8df,69099634cf28baa1b4cae779,350,4 late,107,107,88,,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
69099954cf28baa1b4cae907,69099634cf28baa1b4cae779,390,5 back,16,16,15,,0,spaced,0,text,2,gemini-3-flash-preview,1,1,1
69d37092792d6020dd02afa0,69099983cf28baa1b4cae913,29,3 middle,318,284,203,0.6384,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,0,0
69099da5cf28baa1b4caeac1,69099ab2cf28baa1b4cae97f,-161,3 middle,248,226,180,0.7258,0,spaced,2,text,,gemini-3-flash-preview,1,1,1
69099cc4cf28baa1b4caea71,69099ab2cf28baa1b4cae97f,-121,3 middle,293,289,179,0.6109,0,spaced,3,text,,gemini-3-flash-preview,1,1,1
69099c0ccf28baa1b4caea21,69099ab2cf28baa1b4cae97f,-81,2 early,327,323,211,0.6453,0,spaced,4,text,,gemini-3-flash-preview,1,1,1
69099b64cf28baa1b4cae9d1,69099ab2cf28baa1b4cae97f,-41,2 early,322,318,182,0.5652,0,spaced,3,text,,gemini-3-flash-preview,1,1,1
69099ab9cf28baa1b4cae981,69099ab2cf28baa1b4cae97f,1,1 front,52,0,40,,0,spaced,0,blank,,gemini-3-flash-preview,1,1,1
69f6a35739c5efa4b0a21cb9,69099ab2cf28baa1b4cae97f,41,2 early,160,159,123,0.7688,0,spaced,0,preface,,gemini-3.1-flash-lite-preview,1,0,0
69f6a36739c5efa4b0a21ce3,69099ab2cf28baa1b4cae97f,81,2 early,162,161,122,0.7531,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6a37739c5efa4b0a21d07,69099ab2cf28baa1b4cae97f,121,3 middle,151,150,109,0.7219,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6a38639c5efa4b0a21d37,69099ab2cf28baa1b4cae97f,161,3 middle,162,161,122,0.7531,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6a39539c5efa4b0a21d5f,69099ab2cf28baa1b4cae97f,201,3 middle,151,150,111,0.7351,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6a3a439c5efa4b0a21d85,69099ab2cf28baa1b4cae97f,241,3 middle,163,162,114,0.6994,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6a3b439c5efa4b0a21da9,69099ab2cf28baa1b4cae97f,281,3 middle,160,158,107,0.6687,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6a3c139c5efa4b0a21dd3,69099ab2cf28baa1b4cae97f,321,4 late,140,134,114,0.8143,0,spaced,1,text,,gemini-3.1-flash-lite-preview,1,0,0
69f6a3d039c5efa4b0a21df9,69099ab2cf28baa1b4cae97f,361,5 back,149,146,113,0.7584,0,spaced,2,text,,gemini-3.1-flash-lite-preview,1,0,0
69d387c69453b2919745bf1f,69099e2acf28baa1b4caeafb,24,2 early,91,91,80,,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69d387c69453b2919745bf47,69099e2acf28baa1b4caeafb,64,3 middle,82,82,68,,0,spaced,0,text,,gemini-3.1-flash-lite-preview,1,0,0
69d387c69453b2919745bf6f,69099e2acf28baa1b4caeafb,104,5 back,48,0,39,,0,spaced,0,blank,,gemini-3.1-flash-lite-preview,1,0,0
694c8114c38387390a895987,69099eb5cf28baa1b4caeb37,40,2 early,516,473,297,0.5756,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
694c8114c38387390a89599b,69099eb5cf28baa1b4caeb37,80,2 early,274,197,191,0.6971,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694c8114c38387390a8959af,69099eb5cf28baa1b4caeb37,120,3 middle,489,489,298,0.6094,0,spaced,0,,,gemini-3-flash-preview,1,0,0
694c8114c38387390a8959c3,69099eb5cf28baa1b4caeb37,160,3 middle,113,113,72,,0,spaced,0,,,gemini-3-flash-preview,1,0,0
694c8114c38387390a8959d7,69099eb5cf28baa1b4caeb37,200,3 middle,53,83,47,,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694c8114c38387390a8959eb,69099eb5cf28baa1b4caeb37,240,3 middle,535,533,331,0.6187,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694c8114c38387390a8959ff,69099eb5cf28baa1b4caeb37,280,4 late,316,225,224,0.7089,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694c8114c38387390a895a13,69099eb5cf28baa1b4caeb37,320,4 late,436,357,279,0.6399,0,spaced,0,text,,gemini-3-flash-preview,1,1,1
694d21a6ef5ebd3ae642968e,6909a2e7cf28baa1b4caec93,22,2 early,243,241,206,0.8477,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae64296a2,6909a2e7cf28baa1b4caec93,62,2 early,257,232,205,0.7977,0,spaced,6,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae64296b6,6909a2e7cf28baa1b4caec93,102,2 early,224,218,190,0.8482,0,spaced,2,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae64296ca,6909a2e7cf28baa1b4caec93,142,3 middle,240,234,211,0.8792,0,spaced,4,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae64296de,6909a2e7cf28baa1b4caec93,182,3 middle,215,198,187,0.8698,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae64296f2,6909a2e7cf28baa1b4caec93,222,3 middle,243,237,206,0.8477,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae6429705,6909a2e7cf28baa1b4caec93,262,3 middle,214,202,189,0.8832,0,spaced,0,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae6429719,6909a2e7cf28baa1b4caec93,302,3 middle,258,251,216,0.8372,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae642972d,6909a2e7cf28baa1b4caec93,342,4 late,265,257,215,0.8113,0,spaced,2,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae6429741,6909a2e7cf28baa1b4caec93,382,4 late,243,238,213,0.8765,0,spaced,1,text,,gemini-3-flash-preview,1,0,0
694d21a6ef5ebd3ae6429755,6909a2e7cf28baa1b4caec93,422,5 back,93,92,91,,0,spaced,0,index,2,gemini-3-flash-preview,1,0,0
6909b194cf28baa1b4caf149,6909b0a0cf28baa1b4caf0e9,-48,3 middle,255,255,158,0.6196,0,spaced,0,text,,gemini-3-flash-preview,1,3,1
6909b0cccf28baa1b4caf0f9,6909b0a0cf28baa1b4caf0e9,-8,2 early,275,275,160,0.5818,0,spaced,0,text,,gemini-3-flash-preview,1,3,1
