book_id,mongo_id,slug,title,author,normalized_author,year,year_bucket,language,script_hint,text_role,work_id,work_slug,work_title,provider,source_url,pages_count,pages_ocr,pages_translated,pages_blank,ocr_pct,translation_pct,quality_score,scan_score,scan_median,dominant_scan_class,has_microfilm_pages,has_blank_pages,visible,hidden,is_first_translation,needs_splitting,split_completed,pipeline_status,n_collections,collections,subject_keywords,categories,tenant_id,created_at,n_ocr_revisions,n_revised_pages,revised_page_pct,revision_sources,revision_models,revision_first,revision_last,has_text_move_repair,has_undefined_key_window
68fb0dc412055a03a58d3281,68fb0dc412055a03a58d3282,pymander-asclepius-on-the-mysteries-of-the-egyptians-proclus,"The Divine Pymander, Asclepius, and On the Mysteries",Hermes Trismegistus | Jamblichus | Proclus,hermes jamblichus proclus trismegistus,1532,1500-1599,Latin,Latin,original,Q4071312,hermes-corpus-hermeticum,Corpus Hermeticum (Pimander),bph,,471,471,467,5,100,100.21,80,,,,,,1,0,0,0,1,images_complete,12,hermetica|shwep|renaissance-philosophy|classical-philosophy|mysticism|magic|newtons-other-science|neoplatonism|corpus-hermeticum|florentine-neoplatonism|jungs-library|school-of-athens,,hermeticism|neoplatonism|theurgy|florentine-platonism,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-10-24T05:25:24.366Z,25,25,5.31,pipeline_preview,gemini-3.1-flash-lite-preview,2026-05-03T04:06:09.301Z,2026-05-03T04:06:09.330Z,0,0
68fb108512055a03a58d3311,68fb108612055a03a58d3312,report-on-the-medal-struck-for-the-society-of-alethophiles-anonymous,Account of the Medal Struck for the Society of Alethophiles in Berlin,Anonymous,anonymous,1740,1700-1799,German,German,original,local:n::account-alethophiles-berlin-medal-society-struck,anonymous-nachricht-von-der-zu-berlin-auf-die-gesellschafft-der-aletophilorum-od,Account of the Medal Struck for the Society of Alethophiles in Berlin,bph,,10,10,10,1,100,111.11,55,95,95,color_photo,0,0,1,0,1,0,1,images_complete,4,secret-societies|natural-philosophy|art-illustrated|invention-of-method,,secret-societies|freemasonry|enlightenment|hermeticism|philosophy|history,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-10-24T05:37:09.813Z,15,5,50,batch_api,gemini-3-flash-preview,2026-04-05T17:00:32.100Z,2026-04-05T22:50:05.488Z,0,1
6902ed49583dd7d2641408a5,6902ed49583dd7d2641408a6,dawn-rising-boehme,Dawn rising,"Boehme, Jacob",boehme jacob,1780,1700-1799,German,German,original,boehme-dawn-rising,boehme-the-rising-dawn,,bph,,447,447,447,8,100,101.82,84,95,95,color_photo,0,0,1,0,0,0,1,images_complete,11,mysticism|hermetica|theology|shwep|alchemy|spiritual-alchemy|german-speculative-mysticism|hermetic-revival|jungs-library|christian-mysticism-sub|index-librorum-prohibitorum,,theosophy|christian-mysticism|mysticism,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-10-30T04:44:57.070Z,239,239,53.47,unknown|manual,manual|gemini-3-flash-preview|gemini-2.0-flash,2026-03-03T23:44:18.255Z,2026-03-04T01:01:11.437Z,0,1
690986dccf28baa1b4cae0e3,690986dccf28baa1b4cae0e4,new-chemical-light-sendivogius,A New Light of Alchemy,"[Sendivogius, Michael]",michael sendivogius,1628,1600-1699,Latin,Latin,original,sendivogius-new-light-alchemy,sendivogius-a-new-light-of-alchemy,,bph,,209,209,209,9,100,104.5,82,92,92,color_photo,0,0,1,0,0,0,1,images_complete,8,alchemy|hermetica|shwep|natural-philosophy|medicine|newtons-other-science|spiritual-alchemy|rudolf-prague,,alchemy|natural-philosophy|spiritual-alchemy|hermeticism|theology|death|christianity,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T04:53:48.722Z,209,209,100,batch_api|ai,gemini-3-flash-preview,2026-04-06T03:10:14.480Z,2026-04-06T03:10:14.895Z,0,1
690989d5cf28baa1b4cae1c9,690989d5cf28baa1b4cae1ca,pymander-asclepius-on-the-mysteries-of-the-egyptians-on-trismegistus,"Pymander. Asclepius. On the Mysteries of the Egyptians. On Plato's Alcibiades, on the Soul and the Daemon. On Sacrifice.",Hermes Trismegistus|Jamblichus|Proclus,hermes trismegistusjamblichusproclus,1532,1500-1599,Latin,Latin,original,local:n:hermes-jamblichus-proclu:alcibiades-asclepius-daemon-egyptians-mysteries-plato-pymander-sacrifice-soul,proclus-pymander-asclepius-on-the-mysteries-of-the-egyptians-on-plato-s-alcibi,"Pymander. Asclepius. On the Mysteries of the Egyptians. On Plato's Alcibiades, on the Soul and the Daemon. On Sacrifice.",bph,,336,336,336,4,100,101.2,90,99,,,,,1,0,0,0,1,images_complete,17,hermetica|renaissance-philosophy|classical-philosophy|shwep|mysticism|magic|newtons-other-science|women-of-the-secret-tradition|esoteric-capitalism|neoplatonism|corpus-hermeticum|ritual-ceremonial-magic|florentine-neoplatonism|jungs-library|psychology|faculty-psychology-de-anima|school-of-athens,,hermeticism|neoplatonism|theurgy|ritual-magic,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T05:06:29.523Z,64,64,19.05,batch_api,gemini-3-flash-preview,2026-03-06T02:51:56.614Z,2026-03-06T03:14:38.345Z,0,1
69099634cf28baa1b4cae779,69099634cf28baa1b4cae77a,key-to-the-secrets-of-nature-eckartshausen,Key to the Secrets of Nature,"Eckartshausen, Karl von",eckartshausen karl von,1804,1800-1899,Russian,Russian,original,eckartshausen-key-to-secrets-nature,eckartshausen-key-to-the-secrets-of-nature,,bph,,401,401,401,9,100,102.3,76,,,,,,1,0,1,0,1,images_complete,7,hermetica|natural-philosophy|magic|medicine|slavic-tradition|russian-theosophy-occultism|theosophical-tradition,,natural-philosophy|hermeticism|christian-mysticism|theosophy|mysticism,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T05:59:16.148Z,197,197,49.13,ai,gemini-3-flash-preview,2026-03-03T08:46:48.852Z,2026-03-03T09:52:56.953Z,0,1
69099983cf28baa1b4cae913,69099983cf28baa1b4cae914,a-wonderfully-beautiful-instruction-on-the-love-of-god-staupitz,A Wonderfully Beautiful Instruction on the Love of God,"Staupitz, Johannes von",johannes staupitz von,1520,1500-1599,German,German,original,staupitz-wonderfully-beautiful-instruction-love,staupitz-a-wonderfully-beautiful-instruction-on-the-love-of-god,,bph,,40,40,40,4,100,111.11,69,95,95,color_photo,0,0,1,0,1,0,1,images_complete,4,theology|mysticism|sacred-texts|christianity,,theology|mysticism|christian-mysticism,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T06:13:23.820Z,63,21,52.5,ai|batch_api,gemini-3-flash-preview,2026-04-05T17:00:45.382Z,2026-04-05T22:50:14.608Z,0,1
69099ab2cf28baa1b4cae97f,69099ab2cf28baa1b4cae980,three-christian-sermons-on-temptations-spener,Three Christian Sermons on Temptations,"Spener, Philipp Jacob",jacob philipp spener,1712,1700-1799,German,German,original,local:a:philipp-jakob-spener:christian-sermons-temptations-three,spener-drey-christliche-predigten-von-versuchungen,Three Christian Sermons on Temptations,bph,,377,377,375,3,100,100.27,66,100,,,,,1,0,1,0,1,images_complete,5,theology|mysticism|sacred-texts|christianity|biblical-exegesis,,theology|christian-mysticism|biblical-studies|mysticism,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T06:18:26.411Z,189,189,50.13,ai,gemini-3-flash-preview,2026-04-06T02:50:18.875Z,2026-04-06T02:50:20.272Z,0,1
69099e2acf28baa1b4caeafb,69099e2acf28baa1b4caeafc,echo-of-the-rosicrucian-colloquy-that-is-reverberation-hilarionus,Echo of the Rosicrucian Colloquy,"Hilarionus, Benedictus",benedictus hilarionus,1622,1600-1699,German,German,original,hilarionus-echo-rosicrucian-colloquy,hilarionus-echo-of-the-rosicrucian-colloquy,,bph,,104,104,104,10,100,110.64,87,95,95,color_photo,0,0,1,0,1,0,1,images_complete,10,secret-societies|shwep|alchemy|hermetica|mysticism|newtons-other-science|rosicrucian-alchemy|rosicrucian-tradition|theosophical-tradition|theosophical-society,,rosicrucianism|occultism|hermeticism|philosophy,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T06:33:14.233Z,159,53,50.96,batch_api,gemini-3-flash-preview,2026-04-05T17:30:25.785Z,2026-04-05T23:50:32.660Z,0,1
69099eb5cf28baa1b4caeb37,69099eb5cf28baa1b4caeb38,the-strife-of-love-in-a-dream-or-the-discourse-of-the-dream-colonna,The Strife of Love in a Dream,"[Colonna, Francesco]",colonna francesco,1561,1500-1599,French,French,original,local:a:francesco-colonna:dans-inventions-poliphile-qui-representees-riches-songe-sont-tableau,colonna-hypnerotomachia-poliphili,Hypnerotomachia Poliphili,bph,,338,338,338,10,100,103.05,100,,,,,,1,0,0,0,1,images_complete,6,hermetica|literature|renaissance-philosophy|shwep|sleep-and-dreams|erotic-art,,hermeticism|florentine-platonism|literature|romance,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T06:35:33.496Z,209,209,61.83,batch_api,gemini-3-flash-preview,2026-03-05T00:53:16.134Z,2026-03-05T02:48:29.657Z,0,1
6909a2e7cf28baa1b4caec93,6909a2e7cf28baa1b4caec94,on-the-ancient-hermetic-medicine-of-the-egyptians-and-the-conring,On the Ancient Hermetic Medicine of the Egyptians and the New Paracelsian Medicine,"Conring, Hermann",conring hermann,1649,1600-1699,Latin,Latin,original,local:a:hermann-conring:ancient-egyptians-hermetic-medicine-paracelsian,conring-de-hermetica-medicina-libri-duo,De hermetica medicina libri duo,bph,,433,433,433,6,100,101.41,71,,,,,,1,0,1,0,1,images_complete,7,medicine|hermetica|alchemy|natural-philosophy|shwep|paracelsian-medicine|paracelsian-hermetica,,hermeticism|medicine|paracelsian|renaissance|florentine-platonism|alchemy,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T06:53:27.574Z,1,1,0.23,batch_api,gemini-3-flash-preview,2026-03-04T17:13:38.062Z,2026-03-04T17:13:38.062Z,0,1
6909b0a0cf28baa1b4caf0e9,6909b0a0cf28baa1b4caf0ea,behold-the-man-saint-martin,Behold the Man,"Saint-Martin, Louis Claude de",claude de louis martin,1819,1800-1899,German,German,original,local:a:louis-claude-de-saint-martin:behold-man,martin-seht-da-den-menschen-aus-dem-franzoesischen-ecce-homo,Behold the Man,bph,,152,152,148,6,100,101.37,71,,,,,,1,0,0,0,1,images_complete,8,mysticism|theology|hermetica|secret-societies|hermetic-revival|christian-mysticism-sub|theosophical-tradition|theosophical-society,,mysticism|hermeticism|theosophy|christian-mysticism|philosophy,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T07:52:00.642Z,231,77,50.66,batch_api,gemini-3-flash-preview,2026-04-05T18:21:02.501Z,2026-04-06T01:00:16.195Z,0,1
6909b22fcf28baa1b4caf185,6909b22fcf28baa1b4caf186,pious-philosophy-glanvill,Pious Philosophy,"Glanvill, Joseph",glanvill joseph,1671,1600-1699,English,English,modern-translation,local:n:glanvill-joseph:philosophy-pious,glanvill-pious-philosophy,Pious Philosophy,bph,,258,212,121,13,82.17,60.8,68,,,,,,1,0,1,0,1,images_complete,3,theology|secret-societies|philosophical-theology,,gnosticism|philosophy|religion|science|natural-philosophy|theology,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T07:58:39.899Z,177,76,29.46,batch_api|ai|pipeline_preview,gemini-3-flash-preview|gemini-3.1-flash-lite-preview,2026-04-05T20:40:11.270Z,2026-05-02T22:40:08.543Z,0,1
6909ba43cf28baa1b4caf455,6909ba43cf28baa1b4caf456,two-books-of-the-introduction-to-the-controversies-with-the-wienner-von,Two Books of the Introduction to the Controversies with the Jews,"Wienner von Sonnenfels, Aloys",aloys sonnenfels von wienner,1758,1700-1799,Latin,Latin,original,local:a:wienner-von-sonnenfels-aloys:controversiae-cum-ii-judaeis-libri-prodromi,sonnenfels-two-books-of-the-introduction-to-the-controversies-with-the-jews,Two Books of the Introduction to the Controversies with the Jews,bph,,332,332,326,8,100,100.62,57,,,,,,1,0,1,0,1,images_complete,5,kabbalah|theology|hermetica|mysticism|biblical-exegesis,,theology|biblical-studies|linguistics,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T08:33:07.974Z,25,25,7.53,pipeline_preview,gemini-3.1-flash-lite-preview,2026-05-03T00:22:12.657Z,2026-05-03T00:22:12.700Z,0,0
6909bd18cf28baa1b4caf5a5,6909bd18cf28baa1b4caf5a6,the-universal-wisdom-of-raymundo-lullio-fullana,The Universal Wisdom of Raymond Lull,"Fullana, Bartolomeus Antonius",antonius bartolomeus fullana,1712,1700-1799,Spanish,Spanish,original,local:a:fullana-bartolomeus-antonius:lull-raymond-universal-wisdom,fullana-la-sabiduria-universal-del-raymundo-lullio,The Universal Wisdom of Raymond Lull,bph,,52,52,49,5,100,104.26,55,,,,,,1,0,1,0,1,images_complete,4,theology|mysticism|shwep|philosophical-theology,,hermeticism|philosophy|theology|ars-notoria,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T08:45:12.252Z,10,10,19.23,pipeline_preview,gemini-3.1-flash-lite-preview,2026-05-02T09:24:48.277Z,2026-05-02T09:24:54.875Z,0,0
6909bda4cf28baa1b4caf5dd,6909bda4cf28baa1b4caf5de,spiritual-pastimes-of-the-christian-day-or-weighty-labadie,"Spiritual Pastimes of the Christian Day, or Weighty Observations of the Believers","Labadie, Jean de",de jean labadie,1667,1600-1699,Dutch,Dutch,original,local:a:jean-de-labadie:believers-christian-day-observations-pastimes-spiritual-weighty,labadie-geestelijcke-tyd-kortingen-van-den-christelyken-dagh-of-gewichtige-opm,"Spiritual Pastimes of the Christian Day, or Weighty Observations of the Believers",bph,,188,188,183,7,100,101.1,63,,,,,,1,0,1,0,1,images_complete,3,theology|mysticism|christian-mysticism-sub,Labadism|Pietism|Devotional literature|Spiritual reform|Inner piety,freemasonry|natural-philosophy|natural-magic|ritual-magic|mysticism|theology|christian-mysticism,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T08:47:32.642Z,282,95,50.53,batch_api|ai,gemini-3-flash-preview,2026-04-05T19:00:30.742Z,2026-04-06T01:00:39.807Z,0,1
6909bf03cf28baa1b4caf69d,6909bf03cf28baa1b4caf69e,the-cemetery-of-amboise-saint-martin,The Cemetery of Amboise,"Saint-Martin, Louis Claude de",claude de louis martin,1801,1800-1899,French,French,original,local:n:claude-louis-martin-sain:amboise-cemetery,martin-the-cemetery-of-amboise,The Cemetery of Amboise,bph,,21,21,21,4,100,123.53,71,95,95,color_photo,0,0,1,0,0,0,1,images_complete,8,mysticism|hermetica|secret-societies|theology|hermetic-revival|christian-mysticism-sub|theosophical-tradition|theosophical-society,,mysticism|theosophy|christian-mysticism|philosophy,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T08:53:23.979Z,28,10,47.62,batch_api,gemini-3-flash-preview,2026-04-05T17:00:33.935Z,2026-04-05T22:50:09.323Z,0,1
6909bf46cf28baa1b4caf6b5,6909bf46cf28baa1b4caf6b6,curious-history-of-the-life-conduct-and-true-sentiments-of-marets,Curious History of the Life of Jean de Labadie,"[Marets, Daniel des]",daniel des marets,1670,1600-1699,French,French,original,local:a:daniel-des-marets:conduite-curieuse-histoire-jean-labadie-sentiments-sr-vie-vrais,marets-histoire-curieuse-de-la-vie-de-la-conduite-des-vrais-sentiments-du-sr,Curious History of the Life of Jean de Labadie,bph,,390,389,383,8,99.74,100.52,62,,,,,,1,0,1,0,1,images_complete,3,theology|mysticism|christian-mysticism-sub,,theology|christian-mysticism|history|biography|religious-history,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T08:54:30.685Z,196,196,50.26,ai,gemini-3-flash-preview,2026-04-06T02:50:19.601Z,2026-04-06T02:50:22.462Z,0,1
6909c8ebcf28baa1b4cafbb7,6909c8ebcf28baa1b4cafbb8,fountain-of-wisdom-and-knowledge-of-nature-anonymous,Fountain of Wisdom and Knowledge of Nature,Anonymous,anonymous,1706,1700-1799,German,German,original,local:n::fountain-knowledge-nature-wisdom,anonymous-brunnen-der-weisheit-und-erkanntniss-der-natur,Fountain of Wisdom and Knowledge of Nature,bph,,57,57,54,4,100,101.89,54,,,,,,1,0,1,0,1,images_complete,8,alchemy|hermetica|mysticism|natural-philosophy|paracelsian-medicine|natural-magic-sympathies|paracelsian-hermetica|theosophical-tradition,,alchemy|hermeticism|freemasonry|natural-philosophy|astrology|natural-magic|ritual-magic|mysticism|theology|medicine|theosophy|paracelsian|spiritual-alchemy|renaissance|enlightenment,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T09:35:39.829Z,25,25,43.86,pipeline_preview,gemini-3.1-flash-lite-preview,2026-05-01T14:22:06.792Z,2026-05-01T14:22:06.820Z,0,0
6909caa0cf28baa1b4cafc87,6909caa0cf28baa1b4cafc88,know-thyself-reger-von-ehrenhart,Know Thyself,"[Reger von Ehrenhart, Ernestus Aurelius]",aurelius ehrenhart ernestus reger von,1678,1600-1699,German,German,original,local:a:reger-von-ehrenhart-ernestus-aurelius:know-thyself,ehrenhart-know-thyself,Know Thyself,bph,,53,53,53,8,100,117.78,58,,,,,,1,0,1,0,1,images_complete,7,alchemy|medicine|hermetica|mysticism|paracelsian-medicine|paracelsian-hermetica|theosophical-tradition,,alchemy|freemasonry|natural-philosophy|astrology|natural-magic|ritual-magic|mysticism|theology|medicine|theosophy|paracelsian|renaissance|19th-century-revival|florentine-platonism|hermeticism,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T09:42:56.907Z,81,27,50.94,batch_api,gemini-3-flash-preview,2026-04-05T17:00:56.178Z,2026-04-05T23:10:08.046Z,0,1
6909cae5cf28baa1b4cafca7,6909cae5cf28baa1b4cafca8,an-attempt-at-a-history-of-arianism-starck,An Attempt at a History of Arianism,"[Starck, Johann August von]",august johann starck von,1783,1700-1799,German,German,original,local:a:johann-august-von-starck:arianism-at-attempt-history,starck-an-attempt-at-a-history-of-arianism,An Attempt at a History of Arianism,bph,,326,326,323,5,100,100.62,57,,,,,,1,0,1,0,1,images_complete,2,secret-societies|forbidden-books,,astrology|theology|history|gnosticism|biblical-studies,bce03f71-c18d-4460-b8ad-224c817f9aa0,2025-11-04T09:44:05.686Z,10,10,3.07,pipeline_preview,gemini-3.1-flash-lite-preview,2026-05-02T23:52:05.864Z,2026-05-02T23:52:12.281Z,0,0
